Observation id,D4S3,,,,,,,,
,,,,,,,,,
Media file(s),,,,,,,,,
,,,,,,,,,
Player #1,/Users/lydiayu/Downloads/D4_S3_output.mp4,,,,,,,,
,,,,,,,,,
Observation date,9/13/19 0:45,,,,,,,,
,,,,,,,,,
Description,,,,,,,,,
,,,,,,,,,
Time offset (s),0,,,,,,,,
,,,,,,,,,
independent variables,,,,,,,,,
variable,value,,,,,,,,
visitors,YES,,,,,,,,
,,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status,Music
1520.885,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,music,MUSIC,,START,YES
1523.392,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,START,YES
1525.388,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,STOP,YES
1527.893,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,START,YES
1528.894,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,STOP,YES
1535.394,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,START,YES
1543.897,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,STOP,YES
1557.413,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,head whips,EVENT,,START,YES
1560.415,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,head whips,EVENT,,STOP,YES
1565.411,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,START,YES
1566.936,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,STOP,YES
1567.435,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,START,YES
1569.436,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,STOP,YES
1571.433,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,START,YES
1572.434,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,STOP,YES
1578.443,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,vocalization,EVENT,,START,YES
1578.943,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,vocalization,EVENT,,STOP,YES
1579.446,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,START,YES
1585.457,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,STOP,YES
1587.957,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,START,YES
1593.456,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,STOP,YES
